Club Name,Pitch Name,Latitude,Longitude,Province,Country,Division,County,Directions,Twitter,Elevation,Annual Rainfall,Rain Days,Uses VEO,VEO Recordings,VEO Club Identifier
Old Parish,,52.00206900,-7.63285200,Munster,Ireland,Waterford,Waterford,"https://maps.google.com/?daddr=52.002069,-7.632852",,95.00,1233.00,248.00,false,0,
"Oliver Plunketts GAA, Drogheda",,53.72226900,-6.38158500,Leinster,Ireland,Louth,Louth,"https://maps.google.com/?daddr=53.722269,-6.381585",https://twitter.com/plunkettsclg,28.00,839.10,254.00,false,0,
O'Loughlin Gaels,,52.65858300,-7.23561100,Leinster,Ireland,Kilkenny,Kilkenny,"https://maps.google.com/?daddr=52.658583,-7.235611",https://twitter.com/oloughlingaels,57.00,909.30,247.00,false,0,
"O'Mahony's GAA, Navan",,53.64964100,-6.69103800,Leinster,Ireland,Meath,Meath,"https://maps.google.com/?daddr=53.649641,-6.691038",https://twitter.com/navanomahonys,42.00,824.50,245.00,false,0,
"O'Neill's GAA, Aghaloo",Aghaloo GAA Grounds,54.40744800,-6.97852400,Ulster,United Kingdom,Tyrone,Tyrone,"https://maps.google.com/?daddr=54.407448,-6.978524",https://twitter.com/aghalooofficial,43.00,979.78,296.00,false,0,
"O'Neill's GAA, An Port Mór",O'Neill Park,54.41481700,-6.70290400,Ulster,United Kingdom,Armagh,Armagh,"https://maps.google.com/?daddr=54.414817,-6.702904",https://twitter.com/anportmor1,17.00,882.42,275.00,false,0,
Oola,,52.52880700,-8.26383500,Munster,Ireland,Limerick,Limerick,"https://maps.google.com/?daddr=52.528807,-8.263835",https://twitter.com/oolagaa,86.00,1084.80,249.00,false,0,
"O'Raghallaighs, Drogheda",,53.72368000,-6.35948300,Leinster,Ireland,Louth,Louth,"https://maps.google.com/?daddr=53.72368,-6.359483",,37.00,839.10,254.00,false,0,
"O'Rahilly's GAA, Belcoo",MacNean Park,54.29886500,-7.88308400,Ulster,United Kingdom,Fermanagh,Fermanagh,"https://maps.google.com/?daddr=54.298865,-7.883084",https://twitter.com/belcoogaa,52.00,1098.11,296.00,false,0,
"O'Rahilly's GAA, Clonoe",O'Rahilly Park,54.53355400,-6.67718300,Ulster,United Kingdom,Tyrone,Tyrone,"https://maps.google.com/?daddr=54.533554,-6.677183",https://twitter.com/clonoeorahillys,22.00,886.13,279.00,false,0,
"O'Rahilly's GAA, Collegeland",Father McKnight Park,54.44122000,-6.67912800,Ulster,United Kingdom,Armagh,Armagh,"https://maps.google.com/?daddr=54.44122,-6.679128",https://twitter.com/collegelandgaa,14.00,882.42,275.00,false,0,
Oram Sarsfields,Páirc Pádraig,54.14626200,-6.69550000,Ulster,Ireland,Monaghan,Monaghan,"https://maps.google.com/?daddr=54.146262,-6.6955",https://twitter.com/oramgfc,120.00,1023.40,263.00,false,0,
Oran GAA,Rockfield,53.65939100,-8.27680300,Connacht,Ireland,Roscommon,Roscommon,"https://maps.google.com/?daddr=53.659391,-8.276803",https://twitter.com/orangaa,62.00,1042.10,267.00,false,0,
Oranmore-Maree GAA,,53.27201600,-8.92022100,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.272016,-8.920221",https://twitter.com/gaaoranmaree,7.00,1131.70,277.00,false,0,
O'Tooles GAA,,53.39791700,-6.18450100,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.397917,-6.184501",https://twitter.com/OTooles_GAC,32.00,931.70,241.00,false,0,
Oughterard GAA,Corribdale,53.42885330,-9.31638500,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.4288533,-9.316385",https://twitter.com/oughterardgaa,10.00,1205.90,262.00,false,0,
Oulart The Ballagh,,52.50449200,-6.38835800,Leinster,Ireland,Wexford,Wexford,"https://maps.google.com/?daddr=52.504492,-6.388358",https://twitter.com/oulartb,93.00,1027.80,242.00,false,0,
Our Lady's Island,,52.20363700,-6.37376300,Leinster,Ireland,Wexford,Wexford,"https://maps.google.com/?daddr=52.203637,-6.373763",,12.00,928.80,218.00,false,0,
Owenmore Gaels,,54.17780000,-8.48970000,Connacht,Ireland,Sligo,Sligo,"https://maps.google.com/?daddr=54.1778,-8.4897",https://twitter.com/owenmoregaels,47.00,1185.30,281.00,false,0,
"Owen Roe's GAA, Brackaville",Patrick O'Brien Park,54.55085900,-6.71510200,Ulster,United Kingdom,Tyrone,Tyrone,"https://maps.google.com/?daddr=54.550859,-6.715102",https://twitter.com/brackavillegfc,63.00,886.13,279.00,false,0,
"Owen Roe's GAA, Kilcoo",Páirc Eoghain Rua,54.23581900,-6.02338400,Ulster,United Kingdom,Down,Down,"https://maps.google.com/?daddr=54.235819,-6.023384",https://twitter.com/kilcoogac,120.00,1235.59,278.00,false,0,
"Owen Roe's GAA, Leckpatrick",Páirc an Ghleanna,54.84271800,-7.35785300,Ulster,United Kingdom,Tyrone,Tyrone,"https://maps.google.com/?daddr=54.842718,-7.357853",https://twitter.com/owenroes,93.00,1135.81,298.00,false,0,
Oylegate-Glenbrien,,52.41701100,-6.50424400,Leinster,Ireland,Wexford,Wexford,"https://maps.google.com/?daddr=52.417011,-6.504244",,67.00,1110.60,248.00,false,0,
Padraig Pearses,Páirc an Phiarsaigh,53.33677700,-8.15275500,Connacht,Ireland,Roscommon,Roscommon,"https://maps.google.com/?daddr=53.336777,-8.152755",https://twitter.com/pearsesgaa,75.00,967.00,262.00,false,0,
"Padraig Pearses GAA, Ballymacward",,53.38997700,-8.47656100,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.389977,-8.476561",https://twitter.com/pearsesgaa,79.00,1051.10,268.00,false,0,
Palatine,,52.82871100,-6.87493900,Leinster,Ireland,Carlow,Carlow,"https://maps.google.com/?daddr=52.828711,-6.874939",https://twitter.com/palatinegaa,78.00,877.20,242.00,false,0,
Pallasgreen,,52.56604900,-8.33824200,Munster,Ireland,Limerick,Limerick,"https://maps.google.com/?daddr=52.566049,-8.338242",https://twitter.com/pallasgreengaa,64.00,1080.40,267.00,false,0,
Pallaskenry,,52.64133500,-8.86587100,Munster,Ireland,Limerick,Limerick,"https://maps.google.com/?daddr=52.641335,-8.865871",https://twitter.com/kenrydimo,12.00,1067.00,254.00,false,0,
Parke-Keelogues-Crimlin GAA,Parke,53.91064000,-9.19679500,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=53.91064,-9.196795",https://twitter.com/parkekcgaa,41.00,1291.30,275.00,false,0,
Park/Ratheniska GAA,Ratheniska,53.00666900,-7.21732500,Leinster,Ireland,Laois,Laois,"https://maps.google.com/?daddr=53.006669,-7.217325",https://twitter.com/parkratheniska,137.00,853.60,250.00,false,0,
Parnells GAA,,53.38837500,-6.20585400,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.388375,-6.205854",,36.00,931.70,241.00,false,0,
Parteen,,52.67986000,-8.60229400,Munster,Ireland,Clare,Clare,"https://maps.google.com/?daddr=52.67986,-8.602294",https://twitter.com/gaaparteen,2.00,1166.50,263.00,false,0,
Passage GAA,,52.22863900,-6.97722100,Munster,Ireland,Waterford,Waterford,"https://maps.google.com/?daddr=52.228639,-6.977221",https://twitter.com/passagehurling,53.00,1193.30,255.00,false,0,
Passage West,,51.86623400,-8.34502300,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.866234,-8.345023",https://twitter.com/passagegaa,87.00,1336.60,234.00,false,0,
"Patrick Pearse's, Belfast",Cliftonville Cricket Ground,54.61673600,-5.94739200,Ulster,United Kingdom,Antrim,Antrim,"https://maps.google.com/?daddr=54.616736,-5.947392",https://twitter.com/patrickpearses,47.00,977.48,278.00,false,0,
"Patrick Pearse's GAA, Kilrea",Pearse Park,54.92967400,-6.58077900,Ulster,United Kingdom,Derry,Derry,"https://maps.google.com/?daddr=54.929674,-6.580779",https://twitter.com/kilreagac,38.00,1059.30,289.00,false,0,
"Patrick Sarfield's GAA, Belfast",Páirc Phádraig Sáirséil,54.57464600,-6.00626800,Ulster,United Kingdom,Antrim,Antrim,"https://maps.google.com/?daddr=54.574646,-6.006268",,63.00,977.48,278.00,false,0,
Patrickswell,Páirc Antóin Ó Briain,52.59895400,-8.71444900,Munster,Ireland,Limerick,Limerick,"https://maps.google.com/?daddr=52.598954,-8.714449",https://twitter.com/patrickswellgaa,31.00,1055.40,257.00,false,0,
Pavee GAA,St. Vincent's School,53.36724400,-6.27646700,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.367244,-6.276467",,28.00,817.40,238.00,false,0,
"Peadar Ó Doirnín GAA, Forkhill",Peader Ó Doirnín Park,54.08447700,-6.45661000,Ulster,United Kingdom,Armagh,Armagh,"https://maps.google.com/?daddr=54.084477,-6.45661",https://twitter.com/forkhill_gaa,89.00,918.32,281.00,false,0,
"Pearse √ìg Park, Ballycrummy","Pearse Óg Park, Ballycrummy",54.35215100,-6.67790100,Ulster,United Kingdom,Armagh,Armagh,"https://maps.google.com/?daddr=54.352151,-6.677901",https://twitter.com/pearseogarmagh,38.00,871.79,277.00,false,0,
"Pearse Óg GAA, Dregish",Dregish GAA grounds,54.66752700,-7.46041100,Ulster,United Kingdom,Tyrone,Tyrone,"https://maps.google.com/?daddr=54.667527,-7.460411",,62.00,1062.71,298.00,false,0,
"Pearse's GAA, Annaghmore",Pearse Park,54.46576100,-6.56315700,Ulster,United Kingdom,Armagh,Armagh,"https://maps.google.com/?daddr=54.465761,-6.563157",,16.00,927.74,276.00,false,0,
"Pearse's GAA, Fintona",St. Laurence's Park,54.49211000,-7.32781600,Ulster,United Kingdom,Tyrone,Tyrone,"https://maps.google.com/?daddr=54.49211,-7.327816",https://twitter.com/fintonapearses,111.00,1038.24,295.00,false,0,
"Pearse's GAA, Galbally",Pearse Park,54.54300100,-6.90484700,Ulster,United Kingdom,Tyrone,Tyrone,"https://maps.google.com/?daddr=54.543001,-6.904847",https://twitter.com/galballypearses,156.00,1004.65,287.00,false,0,
"Pearse's GAA, Waterside",Lisnagelvin,54.98429100,-7.30258800,Ulster,United Kingdom,Derry,Derry,"https://maps.google.com/?daddr=54.984291,-7.302588",https://twitter.com/pearsesderry,86.00,1017.99,293.00,false,0,
Pettigo GAA,Páirc na Scoile,54.54581200,-7.83814100,Ulster,Ireland,Donegal,Donegal,"https://maps.google.com/?daddr=54.545812,-7.838141",,70.00,1197.68,293.00,false,0,
"Phelim Brady's GAA, Darkley",Darkley school field,54.22418700,-6.68209800,Ulster,United Kingdom,Armagh,Armagh,"https://maps.google.com/?daddr=54.224187,-6.682098",,211.00,1014.58,293.00,false,0,
Piltown,Piltown Gaa Hurling & Football Pitch,52.36010800,-7.32988100,Leinster,Ireland,Kilkenny,Kilkenny,"https://maps.google.com/?daddr=52.360108,-7.329881",https://twitter.com/gaapiltown,22.00,1261.50,246.00,false,0,
"Plunkett's GAA, Pomeroy",Plunkett Park,54.59382300,-6.93697500,Ulster,United Kingdom,Tyrone,Tyrone,"https://maps.google.com/?daddr=54.593823,-6.936975",https://twitter.com/theplunkettsgac,184.00,1069.23,293.00,false,0,
Portarlington,McCann Park,53.14891200,-7.17932200,Leinster,Ireland,Laois,Laois,"https://maps.google.com/?daddr=53.148912,-7.179322",https://twitter.com/portgaa,72.00,863.80,253.00,false,0,
Portlaoise,,53.02505500,-7.26450200,Leinster,Ireland,Laois,Laois,"https://maps.google.com/?daddr=53.025055,-7.264502",https://twitter.com/portlaoisegaa,111.00,853.60,250.00,false,0,
Portlaw,,52.30114400,-7.30995400,Munster,Ireland,Waterford,Waterford,"https://maps.google.com/?daddr=52.301144,-7.309954",https://twitter.com/PortlawGAAClub,8.00,1333.30,239.00,false,0,
Portobello GAA,Phoenix Park (Camoige),53.35224840,-6.31305100,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.3522484,-6.313051",https://twitter.com/portobello_gaa,35.00,927.50,245.00,false,0,
Portobello GAA,,53.32513100,-6.27104200,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.325131,-6.271042",https://twitter.com/portobello_gaa,26.00,927.50,245.00,false,0,
Portroe,,52.88623900,-8.34820400,Munster,Ireland,Tipperary,Tipperary,"https://maps.google.com/?daddr=52.886239,-8.348204",https://twitter.com/portroegaacamo,118.00,929.70,246.00,false,0,
Portumna GAA,,53.08892000,-8.21761000,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.08892,-8.21761",https://twitter.com/portumnagaa,39.00,933.70,251.00,false,0,
Raharney,,53.51985700,-7.12076700,Leinster,Ireland,Westmeath,Westmeath,"https://maps.google.com/?daddr=53.519857,-7.120767",https://twitter.com/raharneyhurling,90.00,913.90,256.00,false,0,
Raheen,,53.23922700,-7.32874700,Leinster,Ireland,Offaly,Offaly,"https://maps.google.com/?daddr=53.239227,-7.328747",https://twitter.com/raheengaa,81.00,884.20,249.00,false,0,
Raheens,,53.23379200,-6.71932300,Leinster,Ireland,Kildare,Kildare,"https://maps.google.com/?daddr=53.233792,-6.719323",https://twitter.com/raheensgaa,86.00,804.30,262.00,false,0,
Raheny GAA,St. Anne's Park Pitch 12a,53.37569500,-6.16969900,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.375695,-6.169699",https://twitter.com/rahenygaa,16.00,931.70,241.00,false,0,
Rahoon Newcastle GAA,,53.29050100,-9.12289600,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.290501,-9.122896",https://twitter.com/RahoonNewcastle,63.00,1242.40,268.00,false,0,
Railyard,,52.83824500,-7.15436300,Leinster,Ireland,Kilkenny,Kilkenny,"https://maps.google.com/?daddr=52.838245,-7.154363",https://twitter.com/railyardgfc,153.00,964.90,259.00,false,0,
Ramor United GAA,Ramor United Park,53.83029600,-7.07048800,Ulster,Ireland,Cavan,Cavan,"https://maps.google.com/?daddr=53.830296,-7.070488",https://twitter.com/ramorunited,92.00,991.22,280.00,false,0,
Randal Óg,Bunanumera,51.70816300,-9.02967800,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.708163,-9.029678",,56.00,1489.90,257.00,false,0,
Ranelagh Gaels,Bushy Park,53.30243700,-6.29474900,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.302437,-6.294749",https://twitter.com/ranelaghgaels,56.00,927.50,245.00,false,0,
"Rapparees-Starlights GAA, Enniscorthy",Bellefield,52.50326800,-6.57665300,Leinster,Ireland,Wexford,Wexford,"https://maps.google.com/?daddr=52.503268,-6.576653",https://twitter.com/rappsstarlights,40.00,1097.50,246.00,false,0,
Rathangan,,53.22680900,-6.98904900,Leinster,Ireland,Kildare,Kildare,"https://maps.google.com/?daddr=53.226809,-6.989049",https://twitter.com/rathangangaa,77.00,880.60,256.00,false,0,
Rathcline,Clonbonny,53.67549100,-7.97355200,Leinster,Ireland,Longford,Longford,"https://maps.google.com/?daddr=53.675491,-7.973552",https://twitter.com/rathclinegaa,39.00,966.60,268.00,false,0,
Rathcoffey,,53.33281700,-6.69107700,Leinster,Ireland,Kildare,Kildare,"https://maps.google.com/?daddr=53.332817,-6.691077",https://twitter.com/rathcoffeygaa,71.00,801.90,250.00,false,0,
Rathdowney,Kelly Daly Park,52.85311600,-7.58769200,Leinster,Ireland,Laois,Laois,"https://maps.google.com/?daddr=52.853116,-7.587692",https://twitter.com/ratherrillgaa,103.00,835.10,240.00,false,0,
Rathdowney Errill GAA Club,Páirc Eireil,52.86740100,-7.68154000,Leinster,Ireland,Laois,Laois,"https://maps.google.com/?daddr=52.867401,-7.68154",https://twitter.com/re_hurlingclub,128.00,885.10,245.00,false,0,
Rathgarogue-Cushinstown GAA,,52.36342300,-6.84555900,Leinster,Ireland,Wexford,Wexford,"https://maps.google.com/?daddr=52.363423,-6.845559",https://twitter.com/rathcushgaa,87.00,1206.10,246.00,false,0,
Rathgormack,Curry Park,52.30464700,-7.49767600,Munster,Ireland,Waterford,Waterford,"https://maps.google.com/?daddr=52.304647,-7.497676",https://twitter.com/rathgormackgaa,139.00,1248.40,251.00,false,0,
Rathkenny GAA,,53.74214600,-6.61624500,Leinster,Ireland,Meath,Meath,"https://maps.google.com/?daddr=53.742146,-6.616245",https://twitter.com/rathkennygfc,96.00,856.00,251.00,false,0,
Rathlin Island,Rathlin Island,55.29238100,-6.26274900,Ulster,United Kingdom,Antrim,Antrim,"https://maps.google.com/?daddr=55.2933914,-6.262753",,40.00,1181.44,273.00,false,0,
Rathmore,,52.06461500,-9.23993900,Munster,Ireland,Kerry,Kerry,"https://maps.google.com/?daddr=52.064615,-9.239939",https://twitter.com/rathmoregaa,192.00,1373.80,275.00,false,0,
Rathmoylon GAA,,53.48856400,-6.79791200,Leinster,Ireland,Meath,Meath,"https://maps.google.com/?daddr=53.488564,-6.797912",https://twitter.com/rathmolyonhc,79.00,872.20,249.00,false,0,
Rathnew GAA,,52.98910800,-6.08236000,Leinster,Ireland,Wicklow,Wicklow,"https://maps.google.com/?daddr=52.989108,-6.08236",https://twitter.com/rathnewgaa1885,45.00,1016.20,239.00,false,0,
Rathpeacon,,51.93715900,-8.48536800,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.937159,-8.485368",https://twitter.com/rathpeacongaa,94.00,1322.50,239.00,false,0,
Rathvilly,Father Ryan Park,52.87785000,-6.69536500,Leinster,Ireland,Carlow,Carlow,"https://maps.google.com/?daddr=52.87785,-6.695365",https://twitter.com/rathvillygaa,123.00,859.00,252.00,false,0,
Ratoath GAA,Sean Eiffe Park,53.51042500,-6.47825600,Leinster,Ireland,Meath,Meath,"https://maps.google.com/?daddr=53.510425,-6.478256",https://twitter.com/ratoathgaa,93.00,819.60,243.00,false,0,
Realt Dearg GAA,Drimnagh Castle,53.32573400,-6.33463600,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.325734,-6.334636",https://twitter.com/realtdearg,41.00,927.50,245.00,false,0,
Réalt na Mara GAA,Gaelic Park,54.47455500,-8.28320400,Ulster,Ireland,Donegal,Donegal,"https://maps.google.com/?daddr=54.474555,-8.283204",https://twitter.com/realtnamaragaa,15.00,1545.33,302.00,false,0,
"Realt na Mara GAA, Ballygarrett",,52.58362200,-6.23314500,Leinster,Ireland,Wexford,Wexford,"https://maps.google.com/?daddr=52.583622,-6.233145",https://twitter.com/realtnamaragaa,36.00,1045.40,236.00,false,0,
Redhills GAA,Max McGrath Park,54.09983400,-7.32191000,Ulster,Ireland,Cavan,Cavan,"https://maps.google.com/?daddr=54.099834,-7.32191",https://twitter.com/RedhillsGAA,54.00,951.71,290.00,false,0,
Red Hugh's GAA,Páirc Aodha Ruadh,54.77923400,-7.69589000,Ulster,Ireland,Donegal,Donegal,"https://maps.google.com/?daddr=54.779234,-7.69589",https://twitter.com/redhughs,35.00,1083.47,290.00,false,0,
"Redmond O'Hanlon's GAA, Poyntzpass",O'Hanlon Park,54.28798400,-6.37606900,Ulster,United Kingdom,Armagh,Armagh,"https://maps.google.com/?daddr=54.287984,-6.376069",https://twitter.com/RedmondOHGAC,27.00,927.44,276.00,false,0,
Redmonds,Páirc Uí Laoire,51.85454400,-8.49020500,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.854544,-8.490205",,159.00,1277.30,237.00,false,0,
Renard,,51.92980500,-10.25191800,Munster,Ireland,Kerry,Kerry,"https://maps.google.com/?daddr=51.929805,-10.251918",https://twitter.com/renard_gaa,33.00,1875.00,284.00,false,0,
Renvyle GAA,Letterfrack,53.55390000,-9.94457200,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.5539,-9.944572",,45.00,1990.80,303.00,false,0,
Renvyle GAA,Old Pitch (Defunct),53.58890800,-9.96114600,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.588908,-9.961146",,47.00,2314.60,299.00,false,0,
Rheban,,53.02659600,-6.99818600,Leinster,Ireland,Kildare,Kildare,"https://maps.google.com/?daddr=53.026596,-6.998186",https://twitter.com/rhebangfc,63.00,872.30,252.00,false,0,
Rhode,Fr. Dowling Park,53.34514100,-7.21073200,Leinster,Ireland,Offaly,Offaly,"https://maps.google.com/?daddr=53.345141,-7.210732",https://twitter.com/rhodegaa,86.00,860.10,253.00,false,0,
Ringtown,,53.64386200,-7.30131600,Leinster,Ireland,Westmeath,Westmeath,"https://maps.google.com/?daddr=53.643862,-7.301316",,89.00,924.80,265.00,false,0,
Rinn Ua gCuanach,Páirc Uí Shíocháin,52.04344800,-7.57073000,Munster,Ireland,Waterford,Waterford,"https://maps.google.com/?daddr=52.043448,-7.57073",,69.00,1372.80,254.00,false,0,
Roanmore,Páirc Ui Mhurchu,52.25912200,-7.13853900,Munster,Ireland,Waterford,Waterford,"https://maps.google.com/?daddr=52.259122,-7.138539",https://twitter.com/roanmoreclg,45.00,1240.40,236.00,false,0,
Robert Emmets,Greentrees Park Pitch,53.31022100,-6.32213100,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.310221,-6.322131",https://twitter.com/robertemmetsgaa,55.00,927.50,245.00,false,0,
"Robert Emmet's, Cushendun",Lig An Airgid,55.13036600,-6.04369000,Ulster,United Kingdom,Antrim,Antrim,"https://maps.google.com/?daddr=55.130366,-6.04369",https://twitter.com/cushendun_gac,4.00,1241.80,296.00,false,0,
Robert Emmet's GAA,Páirc Eiméid,54.80122500,-7.57334500,Ulster,Ireland,Donegal,Donegal,"https://maps.google.com/?daddr=54.801225,-7.573345",,21.00,1062.51,296.00,false,0,
"Robert Emmet's GAA, Brockagh",Fr. McGeough Park,54.56106600,-6.59925500,Ulster,United Kingdom,Tyrone,Tyrone,"https://maps.google.com/?daddr=54.561066,-6.599255",,20.00,857.65,274.00,false,0,
"Robert Emmet's GAA, Slaughtneil",Emmet Park,54.88356600,-6.70052300,Ulster,United Kingdom,Derry,Derry,"https://maps.google.com/?daddr=54.883566,-6.700523",https://twitter.com/gacslaughtneil,139.00,1113.35,292.00,false,0,
"Robert Emmett's GAA, Clonmore",Robert Emmet Park,54.47891500,-6.64173400,Ulster,United Kingdom,Armagh,Armagh,"https://maps.google.com/?daddr=54.478915,-6.641734",https://twitter.com/clonmore,20.00,882.42,275.00,false,0,
