Club Name,Recordings,Club Identifier
G3A,40,g3a-759f0b38
G3A FC,121,g3a-football-academy-2
G4 F.C,33,g4-football-club
G8FL,14,g8-football-league
GAA,28,gaa-5206dca9
Gabarret,34,gabardan-athletique-sport
Gabe's Community Society,25,punjab-fc-52ad301a
Gable Hall School,68,gable-hall-school-70cc06bc
Gabriel A-MD Regional Referee,67,unisted-states-soccer-federation
Gabriel Arnett,50,gabriel-arnett
Gadlys Rovers,63,gadlys-rovers
Gadna Tel Aviv,108,gadna-tel-aviv
Gaeil Colmcille,53,gaeil-colmcille
Gaelic Athletic Academy,66,monaghan-gaa
Gael SCW,68,gael-scw
Gaël VFF,16,gael-vff
Gaetano Barrila,115,u10aaa-markham-waxers
Germantown Academy,27,soccer-fc46b7d3
Gage,117,gage
Gage Molinaro Veo Recordings,122,prestige-soccer-training
GAHS Boys Soccer,10,gahs-boys-soccer
GA Impact,144,georgia-impact
➤,40,gainesville-florida-sporting
Grizzlies,32,gainesville-haymarket-youth-football-league
Gainesville Hogs Rugby Club,10,gainesville-hogs-rugby-club-7e2c2aac
GSA,100,gainesville-soccer-alliance-2
GSA,90,gainesville-soccer-alliance-13fd6f4c
Gainsborough Rugby Club,108,gainsborough-rugby-club
Gainsborough Trinity Community Football Club,52,gainsborough-trinity-community-football-club
Gainsborough Trinity FC,174,robert-hughes
Gairdoch united 2013s,70,gairdoch-united-2
Gairdoch United,23,gairdoch-united-7ba1b4ef
GAIS P07,142,gais-p07
GAIS P13 AKADEMI x DÄCKSKIFTARNA,113,gais-p11
GAI SPORTS AGENCY,31,gai-sports
Garcia,63,as-lausanne-nord
GAK,10,gak
GAK 1902,116,gak-1902-b7ef3053
Gakushuin University,48,gakushuin-university
Galacticos,48,galacticos-6d791bfb
Galacticos,21,galacticos-academys
⚽️,76,galacticos
GALACTIQUE,69,galactique
Galatasaray Antwerpen,43,galatasaray-antwerpen
Galaxy,15,galaxy-ab00837c
GALAXY FOOTBALL ACADEMY,725,galaxy-football-academy
Galaxy Futsal,59,galaxy-futsal-sj
Galaxy,29,galaxy-soccer-club
Galaxy SC,721,galaxy-soccer-club-2
Galbally Pearses,94,galbally-pearses
Galdames FC,381,galdames-fc
Grizzlies,90,galena-grizzlies-b6b27ab1
Galena High School,27,galena-high-school
GCS Athletics,339,galesburg-christian-school-athletics
GDevs,25,galladevs-soccer
Gallagher,19,gallagher-ab8f57ba
GESC,448,gallatin-elite-soccer-club
Gallatin Highschool,33,gallatin-highschool
Gallatin High,196,gallatin-high-school
Gallatin Soccer Club,151,gallatin-soccer-club
Braden River SC,513,braden-river-soccer-club-4
GALLIA CLUB LUNEL,69,gallia-club-lunel
Bihorel,50,gallia-club-olympique-bihorellais-3683b713
Gallia C Lucciana 2,24,gallia-c-lucciana-2
PULITURA MOROSIN S.R.L.,43,pulitura-morosin-srl
Gällivare SK,61,gallivare-sportklubb-fotboll
The Galloway School,24,galloway-school-ul-soccer
Alexander galloway united,26,galloway-united
Gal Malka - analyst,66,gal-malka
Galtabäck,32,galtaback-bollklubb
Galway Bay Rugby Club,74,galway-bay-rugby-club
Galway Bohemians AFC,96,galway-bohemians-afc
Galway Corinthians U16,49,galway-corinthians-u15
Galway FA,17,galway-fa
Galway Football Association,31,galway-fottball-association
Galway GAA,20,galway-gaa-9585a86b
Galway Hurling,70,galway-gaa
Galway Rovers FC,83,galway-rovers-fc
Galway Utd,139,corofin-utd-fc
Wegians,62,galwegians-rfc
Gambier Centrals Soccer Club,91,gambier-centrals-soccer-club
Gambinos Stars Africa,151,gambinos-stars-africa-ltd
Game Changers Academy,105,game-changers-academy
Game Changer - Spiel und Videoanalyse,386,game
Game Day Soccer Academy,17,game-day-soccer-academy
Game Day Videos Canada,81,coastal-football-club-71eb7d5c
Game Film,91,somerville-high-school-boys-lacorsse
Soccer Game Footage,159,la-roca-futbol-club-3
Game Film Colorado,24,game-film-colorado
Leicester Futsal,160,leicester-futsal-club
Game Point ( 12 Premier ),10,game-point-12-premier
Gamero FC,42,gamero-fc-8768ba23
Game Sport Ragusa,32,game-sport-ragusa
Gametrack,73,gametrack
Game Videos,72,kutis-soccer-club-2
GSA,91,dv7-canada
GBK,316,gamlakarleby-bollklubb
GBK,69,gamlakarleby-bollklubb-0bff9dc4
GUSK,180,gamla-uppsala-sport-klubb
Gamleby FF,12,gamleby-fotbollsforening
Gammelstads IF,39,gammelstads-if
Ganddal IL,206,ganddal-idrettslag
GANDIA CADETE,21,gandia-cadete
South Brunswick soccer,223,ganesh-balakrishnan
Ganey Tikva FC,149,ganey-tikva-fc
WWfootballScouting,162,gangemi-domenico
GSK,52,gaanghester-sk
Gannon,99,gannon-university
GAN OLYMPIQUE RUGBY,138,gan-olympique-rugby
GA Northwest,10,ga-northwest
Gantofta IF,18,gantofta-if
Gapeau FC,39,gapeau-fc
GAP FOOT 05,31,gap-foot-05-c842a143
Gap Hautes Alpes Rugby,29,gap-hautes-alpes-rugby
GAP U12,361,team-gap-foot-05
Garbarnia Kraków,257,garbarnia-krakow
Ruben Garcia,254,ruben-garcia
Garcia Family,21,garcia-family
Garda,37,garda
Garden City High School,288,garden-city-high-school
Garden City Minor Hockey,55,garden-city-minor-hockey
The Panthers,63,garden-city-panthers-fc
Gardendale High School,97,gardendale-high-school-baa1f283
Garden State Heavyweights Basketball,11,garden-state-heavyweights-basketball-9c76ec5e
GSI,119,garde-saint-ivy
Danny,63,gardner
Blazers,81,gardner-edgerton-high-school
Gardner-Webb MSOC,19,gardner-webb-msoc
University of Arkansas at Pine Bluff,41,uapb
Gardner-Webb Women's Soccer,62,gardner-webb-womens-soccer
Gareth Davies,231,gareth-davies
Joe,250,joseph-daniel-pepper
Garfield Boys Soccer,66,garfield-boys-soccer
Garfield,80,garfield-high-school
Garforth Rangers,87,garforth-rangers-a5ab1d55
Garin College,89,garin-college
Garioch RFC,131,garioch-rfc
MARQUIS,147,sta-musc-2010-nl-edp
Impact United GB,208,garrett-burbidge
Garrick's Club,16,garricks-club
Garrison City FC,200,garrison-city-football-club-142f2c5d
Garrison Forest School,17,garrison-forest-school
Garristown,78,garristown-gfc
Garryduff Sports Centre - Cork Church of Ireland,11,garryduff-sports-centre-cork-church-of-ireland
Welling United,313,garry-fiore
Nailsea women,69,garry-ford
GHC,26,garstang-hockey-club
Garstang,38,garstang-rufc-00cd0d45
GARSWOOD HAWKS,21,nextgear-motors-ltd-3a0bb3ec
Garswood UTD,297,burscough-herald-juniors
Gartcairn,409,robert-mccallum
Gartner Sports Center,37,gartner-sports-center
GARUDA Basketball,99,garuda-basketball-sydney
Garvagh Phoenix,59,garvagh-phoenix-volleyball-club
Gary Hart,34,gary-hart
Aldershot & Fleet Rugby Club,46,gary-male
McLean,29,gary-shumate
Elon University,42,gary-shumate-2
GHFL,86,asekem-football-club
Orellana,110,liverpool-fc
D U FC,111,d-u-fc
Svoronos,14,gas-svoronos-0fbee5fc
svoronos,14,gas-svoronou
GAS SVORONOU,12,gas-svoronou-1b310c2b
Γας,18,gas-svoronoy
veo,92,gaston-bianchi
Gate City Varsity Boys Soccer,38,gate-city-varsity-boys-soccer
GatesFC,11,gatesfc
Gateshead Fell CFC,17,gateshead-fell-cfc
Leam Rangers,156,gateshead-leam-rangers
GRFC,93,gateshead-rugby
Gateshead,1135,gateshead-football-club
GW,68,gateway-community-college
Gateway/Fusz,58,gateway-field-hockeylour-fusz-soccer
Gateway High School,56,gateway-high-school-3376db53
Gateway Rush,315,gateway-rush
Gateway Rush 2,51,new-gateway-rush
GSA,210,gateway-soccer-academy
GATIKA,179,bakio-kt
Gatton Junior Rugby League Football Club,135,gatton-junior-rugby-league-football-club-incorpora
Gatton Redbacks,16,gatton-redbacks-football-club
Gauchos Rugby,71,gauchos-rugby-df76d5a8
Gauerslund,140,gauerslund-if-fodbold
Gaulois Sports Club,47,gaulois-sports-club
Gaultier,11,gaultier-3d4264c1
Jean Marc,61,gaultier
Gaute Veseth-Olsen,35,gaute-veseth-olsen
GAVILANES,34,san-pedro-710
Oxford,29,gavin-boorman
LEYPON,66,impact-05
Gavin,27,gsus
Gawler Eagles FC,109,gawler-eagles-fc-inc
Gawler Eagles FC Veo3,19,gawler-eagles-fc
Gazelec de Bourges,47,gazelec-de-bourges
Le Mans Gazelec,52,le-mans-gazelec
GAZ NOBLES FC,21,gaz-nobles-football-club
GAZTEDI RT,21,gaztedi-rt-fe2c6936
Gazzetta Regionale,32,gazzetta-regionale
GBA National Hoop Series,10,--10
"​GBA National Hoop Series, June",46,gba-national-hoop-series-iv
GBFA Breakers,51,gbfa-breakers
GBFC,39,gbfc-79e5031f
GBFC Regulators,14,gbfc-3863dad8
GBG2013,197,gbg2013
Jr Spartans,12,gbn-jr-spartan-football-cheer
GC068,113,cloud-968
GC151,23,c9151
GCFC,18,gcfc-7c298f63
GC & FC Olympia,47,olympia-fc
GCSC Club House,97,gcsc-club-house
GCSC Galaxy,106,gcsc-galaxy
GC Soccer,70,gc-soccer
GC Stingrays,118,gc-stingrays
GCU Ultimate,86,gcu-ultimate
GCVSA,13,gcvsa
Sporting Club Grimsby,44,discoveries-inventors
GCYFC,15,gcyfc
Gd,11,gd-7ded6596
GD Alfarim,145,gd-alfarim-59c358d2
GD Estoril Praia,150,gd-estoril-praia
"GDFF, Gävle Damfotbollsförening",20,gdff-gavle-damfotbollsforening-9f8d63b4
GDS Cascais,41,gds-cascais
Gds soccer,66,north-carolina-fusion-22149bbd
GEA 2012 B ECNL,20,gretna-elite-academy-ee1da946
Gebr. Gouriou GbR,17,gebr-gouriou-gbr
Gedinne United,31,gedinne-united
Gedling Tigers,99,gedling-tigers
Geelong Galaxy FC,265,geelong-galaxy-fc
GGS Soccer,35,geelong-grammar-school
Geelong Rangers,168,geelong-rangers-soccer-club
Geelong Rangers Juniors,80,geelong-rangers-soccer-club-e8bfbb66
Geelong SC,334,geelong-soccer-club-5
Gefle IF,28,gefle-idrottsforening
GHSH,205,ayso-united-caledonia-2008boys
Gelben Bären,72,gelben-baren
Under 19,125,sporthub-asd
Gelb Schwarz Hohenholte,47,gs-hohenholte
Gemaa Tempelsee 1927 e.V.,14,gemaa-tempelsee-1927-ev
Gemini FC,62,gemini-fc
Mustangs,22,gems-metropole-mustangs
WSO Falcons,107,gems-wso-falcons
Genarps IF,88,genarps-if
Genc Family,184,genc-family
GENÇLİK GÜCÜ,20,zeeb-choudhry
General,45,ltlc
General Incorporated Association CELESTE,26,general-incorporated-association-celeste-dd72ccfd
General McLane,97,general-mclane-lancers
General Sports,38,general-sports
Générations Bleues Élite Jeunes,10,generationsbleueselitejeunes
gsf,201,generation-sharpfoot-soccer-club
Geneva High School Soccer,17,geneva-high-school-viking-soccer
GEF,1929,servette-football-club
Genève plan les ouates,47,geneve-plan-les-ouates
GENEVE UNITED,59,sport-geneve-benfica
Genitori Arzignano,11,genitori-arzignano
Genius Ball Sports 01 - CFA Competition Department,567,genius-ball-3
Genius Ball Sports 02 - Referees Department,816,genius-ball-paf
Genius Ball Sports 03,239,geniusballcfa-6239b1b3
Genius Ball Sports 04,91,geniusballoth
Genius Ball Sports 05 - 2nd Division Mens,446,mira-investments
Genius Ball Sports 06 - 2nd Division Mens,350,apoel-nicosia-fc
Genius Ball Sports 07 - Aek Academy,573,genius-ball-sports
Genius Ball Sports 08 - ENP Academy,372,geniusballirvc
Genius Ball Sports 09 - Apollon Academy,434,genius-ball-ir
Genius Ball Sports 0 - Elpida,11,demetriss-club
GeniusBallSports 10-DM,57,geniusballsports10-spartakos
Genius Ball Sports 11 - Achna Academy,22,geniusballnew
GeniusBallSports12-AX,72,geniusballsports12-cfa
Genius Ball Sports 13 - Αsprakis,230,massrecordings1
Genius Ball Sports 16 - Ermis,37,massrecordings2
Genius Ball Sports 18 - 29M,68,geniusballapollon
Genius Ball Sports 20 - Personal,15,genius-ball-sports-for-genius-ball-sports-group
Genius Ball Sports 21 - Othellos,61,geniusballvc
Genius Ball Sports 22,80,aez-zakakiou-5d966d21
Genius Ball Sports 23 -Omonoia 29,292,marios-team
Genius Ball Sports 24 - Apollon Academy,101,genius-ball-sports-group-985a7854
Genius Ball Sports 25 - PC,40,genius-ball-sports-zak
Genius Ball Sports 26,161,geniusballcfa
Genius Ball Sports 27,63,genius-ball-sports-27
Genius Ball Sports 28,46,genius-ball-sports-28
Genius Ball Sports 29,108,genius-ball-sports-29
Genius Ball Sports 30 PAEEK youth,184,genius-ball-sports-group-ltd-cb195bbf
Genius Ball Sports31,37,genius-ball-sports-group-ltd-66d2aaf2
Genius Ball Sports 33 - Vasilis,37,genius-ball-sports-group-ltd
Genius Ball Sports 39 - FC KRASAVA,36,fc-krasava
GENJUTSU STUDIO,94,sporting-club-kartala
Genoa,19,genoa-4b0512d3
Genoa Women,283,genoa-women
Gentle,95,gentle-ultimate-frisbee-team-vzw
Gentofte Fodbold Akademi,722,gentofte-fodbold-akademi
GFA 2011,246,gentofte-fodbold-akademi-5
Gentofte Fodbold Akademi,951,vstgnfc
Gentofte Vangede Idrætsforening,786,gentofte-vangede-idraetsforening
GVI,10,gentofte-vangede-if
Gent Rugby,87,gent-rugby-football-club-b69ec6da
Evan Gentry’s cam,291,shadow-creek-sharks
Gentry,269,gentry-johnson
Gentry's,27,htx-6450fa22
Geoff Wolf,25,geoff-wolf
George Barran VEO,180,hartselle-united-futbol-club
George Berry,11,george-berry
George Cross,14,george-cross-4
Denninghoff,88,west-coast-football-club
George & Dragon FC,24,george-dragon-fc
Sydney Football Academy,601,george-fernandez-development-program
George Greens,27,george-greens-school
Hales,1338,lockheed
George Heriot's,61,george-heriots-school
Jenkins,133,george-jenkins-high-school-socer
George Mason Lacrosse,20,george-mason-lacrosse
+1 631-834-0416,22,1-631-834-0416
George Mason University Rugby club,11,george-mason-university-rugby-club
George Mason University Womens Soccer,86,george-mason-university-womens-soccer-bf487371
Georgen Royals 2012,66,rsl-a735e00a
George Ranch HS,64,george-ranch-high-school
GRHSLAX,52,george-ranch-lax
GRC,38,george-rogers-clark-high-school-3d9654d2
GRC Girls Soccer,69,george-rogers-clark-high-school
George Salter Academy,90,george-salter-football-academy
George School,25,george-school
Georges River Thistle,30,georges-river-thistle
GC women’s soccer,73,georgetown-college-4
Georgetown College,222,brent-w-chase
Georgetown FC,924,georgetown-football-club
GURFC,116,georgetown-rugby-football-club
GSC,215,georgetown-soccer-club
George Warne,32,george-warne
George Washington High School,18,george-washington-high-school-fad2d28f
GW Lacrosse,11,george-washington-lacrosse
George Washington,70,george-washington-university
George Watsons College,33,george-watsons-college-54a09d7b
Georgia Athletic,91,georgia-athletic-soccer-club
GFA,155,georgia-football-association
Georgia Force,11,georgia-force-christian
Georgia Gwinnett,84,georgia-gwinnett-college
Impact,60,georgia-impact-fc
Georgia Impact,1001,georgia-impact-soccer-association
Georgia Military College,23,georgia-military-college-46d80746
Georgian Amateur Football Association,456,georgian-amateur-football-association
Georgian Grizzlies,30,georgian-grizzlies
Georgia Revolution FC,128,georgia-revolution-fc
GSA Premier 10B,99,georgia-soccer-association-afb5222e
Georgia Soccer Kick Off,32,ga-kick-off
Georgia Southern University,57,georgia-southern-university
GSW,30,georgia-southwestern-state-university
PARTNERSHIP: Georgia Soccer,134,georgia-state-soccer-association
Georgia Storm,172,georgia-storm-98557238
Georgia Storm,26,d6
Storm,143,georgia-storm-21fb059f
GERA 2,15,gera-2
GERARDO,2168,gerardo
Levante UD @ USA Resendiz,69,gerardo-resendiz
Gerdsken,245,gerdskens-bk
Geri United,73,geri-united-4ca24bd1
GAK,333,german-american-kickers
GAK,60,gak-black-mambas
Germania Eberstadt,51,germania-eberstadt
Germania Walsrode,87,germania-walsrode-98f8f372
Germantown Soccer,18,southwind-high-school-soccer
Legends,126,bartlett-soccer-club
Germantown Lady Legends 08 ECRL,127,jarrett-magee
Lady Legends,46,germantown-lady-legends-10white
MFC 06 Girls,15,memphis-football-club
Germantown Legends,49,germantown-legends-e38f2ffd
Germantown Legends,107,germantown-legends-a7461c2a
Germantown Legends,19,germantown-legends-fe72fbfc
Germantown Legends,85,germantown-legends-98b7b55e
Germantown Legends 07 Black,101,germantown-legends-7
Germantown Legends,34,germantown-legends-04-men
Germantown,56,germantown-legends-8
Germantown Legends,61,germantown-legends-11
Germantown Legends 09,160,germantown-legends-f509d7d6
Germantown Legends 09 ECNL,108,09-germantown-legends-black
Germantown Legends 09 ECNL RL,23,green-abe59b04
Germantown Legends 2010B ECNL-RL Boys,13,germantown-legends-2010b-ecnl-rl-boys
Germantown Legends Black 2017,15,germantown-legends-f85cfd01
Germantown Legends NL,125,gtlnl
07 Legends Premier,197,07-lobos-memphis-blues
Germantown Soccer Club,622,germantown-soccer-club
Gtown Soccer,10,bavarian-united-soccer-club
U15,105,sv-waldhof-mannheim-07
Gernika Futbol Sala,22,gernika-furbol-sala
G-Fam Cam,41,los-gatos-united-24d91717
GSM,51,gerrans-st-mawes-united
Gerringong Breakers,70,gerringong-breakers
Sports Performance Analysis ( SPA),639,gerry-crossan
Grsoccertouch,53,gerry-roy-soccer
GERTASPORT KIROL KLUB,133,iurretako-kirol-taldea
GSV Pleidelsheim,71,gesang-und-sportverein-pleidelsheim
Geschwätz1000,256,cloud-952
Gesporteam,70,gesporteam
GES POZNAN,125,ges-poznan
Gest/Uppl/Dala/Häls,315,gestuppldalahals
Getafe CF,47,getafe-cf-3a5674b6
ALEVIN Getafe C.F.,50,getafe-cf
GETAFE C.F.,11,getafe-cf-8bd90fa3
Getafe,94,getafe-cf-sad
Buckets,52,get-buckets
Getinge IF,230,getinge-idrottsforening
GTMA,10,getting-the-message-across
Gentofte Fodbold Akademi 2013,75,gfa2013
Gentofte Fodbold Akademi,244,christoffer-tusgaard-andersen
GFA Copenhagen - International U10 Tournament,52,gfa-copenhagen-international-u10-tournament
GFam,109,gfam
GFA RUMILLY VALLIERES,170,gfa-rumilly-vallieres
Gfa u8,389,gfa-u8
GFC Ajaccio,18,gfc-ajaccio
GFC Goor,21,gfc-goor-f21d0134
GFC Akademia,121,gfc-regionalna-ak
GFC Training,900,gfc-training
Gotlands Fotbollförbund,59,domare-e1179669
GFF 2ND DIV - JIYAL SPORTS,10,jiyal-sports
GFI Academy,1138,total-football-club
Gfi Academy,40,rise-soccer-club-921fe4b7
GFI Navy South,30,gfi-navy-south
GFKA Academy,32,goal-fest-youth-fc
GFNL,36,afl-barwon
GFR,59,gfr
GFRVEOFUN,34,jplveofun
GFS,38,pa-rush-879c57b5
Galten FS Fodbold,49,gfs-fodbold
GGBC,17,ggbc-eb801526
GGBC,45,ggbc
GGC Athletics,28,ggc-athletics
Ghajnsielem FC,43,ghajnsielem-fc-956a339b
Ghana FA,28,ghana-fa
GHA RFC,16,gha-rfc
Gharghur FC,201,gharghur-football-club
Għaxaq FC,56,gaxaq-fc
GHG INTERNATIONAL ADVICE,14,ghg-4f9f5288
GHHS Girls Soccer 2024,27,ghhs-girls-soccer-2024
Nahom,11,ghidey
GHK RFC VEO2,24,ghk-rfc-dc1c258d
GHK RFC,21,ghk-rfc
Ghorban Family,115,archers-fc
GHR VISUAL,302,encinitas-express
GHS,15,ghs-1f0750d8
GH SEGURIDAD DEL CALASPARRA,69,gh-seguridad-del-calasparra
GHVV 13,38,ghvv-13
Gianluca Tanello,19,mattia-loreggian-44cce013
Gianpaolo Brindisi,45,gianpaolo-brindisi
La Roca,68,sports-3b97d4fe
GSE,101,central-ontario-wolves-aaa
GFA Referees,661,gibraltar-fa-refereeing-dept
Gibraltar Football Association,708,gibraltar-football-association-3
Gifford House,22,gifford-house
GIF Nike,222,gif-nike-2
Gottne Oldboys,197,gottne-if
GIF Sundsvall,23,gif-sundsvall-3ba09763
GIF Sundsvall,12,gif-sundsvall-3
Gigantes del Basket,17,gigantes-del-basket
Giggleswick School,71,giggleswick-school
Gilbert Classical Academy,22,gilbert-classical-academy
GHS Girls Soccer,40,gilbert-high-school-girls-soccer
Gilbertsoccer,137,gilbert-high-soccer
Bishop Amat,226,gilbert-luna
Gilbert Tigers,30,gilb-tig-ghs
Gilbert Youth Football League,184,gilbert-youth-football-league
FCAZ/GYSA,230,gilbert-youth-soccer-association
Giles County High School,111,giles-county-high-school-bobcats
Giles Family,215,sand-and-surf
Giles High School,174,giles-high-school
Rams,38,gilfach-goch
Gilleleje FC,21,gilleleje-fc
Gillette College Soccer,65,alex-machin
Gillette Edge,64,gillette-soccer-club
Gilliam,541,gilliam-girls-soccer
Gilliand Club,17,gclub
GFC,25,gillingham
Gillingham Anchorians Mini & Youth Rugby,30,gillingham-anchorians-mini-youth-rugby
Gillingham F.C,371,gillingham-fc-2
Gillingham Hockey Club,42,gillingham-hockey-club
GilnerLAX,181,gilner-girls-lacrosse
DUFC,246,gil-perez
Gil Sarabdjiet,22,ayden-consultancy
Gimnástica Colmenarejo,202,gimnastica-colmenarejo
Gimnastica Segoviana CF,160,gimnastica-segoviana-cf-64fc9c5f
Gimnastic San Vicente,96,movilfrio-sl
Gimo IF FK,163,gimo-idrottfotening
Gimo IF FK,30,gimo-idrottsforening-fotbollsklubb
Gimonäs FC,62,gimonas-football-club
Gimonäs Umeå IF,208,gimonas-umeaa-if
Gimse IL,22,gimse-il-114510c7
Ginásio,332,ginasio-clube-de-alcobaca
Ginásio,33,ginasio-clube-tavira
Gines,55,gines
Ginga FC,150,ginga-fc-a5191f46
GINGA,572,ginga-fc
Ginga FC LLC,288,ginga-fc-llc
Ginga Futsal,76,ginga-futsal-factory
GioD,10,giod
"Gio's Lions S.C,",208,gios-lions-sc-c67c7a0
Gios,142,gios-veo
Giovani Cryos SSDARL,50,giovani-cryos-ssdarl-4ece84bf
giovanni baldizon,44,giovanni-baldizon
Giovanni Sinelli,23,giovanni-sinelli
GUFC,456,gippsland-football-club-incorporated
Girard HS,78,girard-high-school
giravanz,1005,giravanz-kitakyushu
Quentin,77,giret
Utah Royals/RSL-AZ,697,tiffany-roberts
AVSC STORM,94,apple-valley-storm-girls-09-gold
Girls #2,12,kelly-post-lacrosse-club-f
Chelsea,101,girls-2008
Girls Academy,12,girls-academy-5ab7c513
Team Account,160,sting
Girls Academy League,2895,ga-c78945f0
Girls Club Soccer,41,girls-club-soccer
Girls Elite Club Soccer,211,legends-fc-arizona-2
Fusion 07,77,fusion-football-club-5804f17a
Girls Football West Academy Program,53,football-west
Girls Hockey Calgary U11 Rangers,32,girls-hockey-calgary
LAX,43,college-park-girls-lacrosse
Girl Soccer,130,sheffield-united-kolman
Girls Play Too,74,girls-play-too
Girl's RL Frontier White,206,wsa-ntx-white
Mini & Youth,55,mini-youth
Girls - SoCal Elite FC,354,socal-elite-fc-aaece614
Girls Soccer,188,sound-football-club
Girls Soccer,281,missouri-rush-2
Serrano High School,42,girls-soccer-1c67a612
